# Wavelength [nm], Sun Spectrum [W/m2/nm]
1.928000000000000000e+03,1.322000000000000119e-01
1.930000000000000000e+03,1.313000000000000000e-01
1.932000000000000000e+03,1.307999999999999996e-01
1.934000000000000000e+03,1.320000000000000062e-01
1.936000000000000000e+03,1.328000000000000014e-01
1.938000000000000000e+03,1.320999999999999952e-01
1.940000000000000000e+03,1.298999999999999877e-01
1.942000000000000000e+03,1.293999999999999873e-01
1.944000000000000000e+03,1.203000000000000042e-01
1.946000000000000000e+03,1.192000000000000004e-01
1.948000000000000000e+03,1.270999999999999908e-01
1.950000000000000000e+03,1.260999999999999899e-01
1.952000000000000000e+03,1.255000000000000004e-01
1.954000000000000000e+03,1.285999999999999921e-01
1.956000000000000000e+03,1.275999999999999912e-01
1.958000000000000000e+03,1.270999999999999908e-01
1.960000000000000000e+03,1.260999999999999899e-01
1.962000000000000000e+03,1.239999999999999991e-01
1.964000000000000000e+03,1.222000000000000031e-01
1.966000000000000000e+03,1.231000000000000011e-01
1.968000000000000000e+03,1.239999999999999991e-01
1.970000000000000000e+03,1.238999999999999962e-01
1.972000000000000000e+03,1.213000000000000050e-01
1.974000000000000000e+03,1.208000000000000046e-01
1.976000000000000000e+03,1.223999999999999949e-01
1.978000000000000000e+03,1.194000000000000061e-01
1.980000000000000000e+03,1.195999999999999980e-01
1.982000000000000000e+03,1.204999999999999960e-01
1.984000000000000000e+03,1.197000000000000008e-01
1.986000000000000000e+03,1.178000000000000019e-01
1.988000000000000000e+03,1.194999999999999951e-01
1.990000000000000000e+03,1.198000000000000037e-01
1.992000000000000000e+03,1.179999999999999938e-01
1.994000000000000000e+03,1.161999999999999977e-01
1.996000000000000000e+03,1.173000000000000015e-01
1.998000000000000000e+03,1.159000000000000030e-01
2.000000000000000000e+03,1.170000000000000068e-01
2.002000000000000000e+03,1.160999999999999949e-01
2.004000000000000000e+03,1.147999999999999993e-01
2.006000000000000000e+03,1.146999999999999964e-01
2.008000000000000000e+03,1.154000000000000026e-01
2.010000000000000000e+03,1.149000000000000021e-01
2.012000000000000000e+03,1.145000000000000046e-01
2.014000000000000000e+03,1.137999999999999984e-01
2.016000000000000000e+03,1.136999999999999955e-01
2.018000000000000000e+03,1.134000000000000008e-01
2.020000000000000000e+03,1.116000000000000048e-01
2.022000000000000000e+03,1.107000000000000067e-01
2.024000000000000000e+03,1.116000000000000048e-01
2.026000000000000000e+03,1.115000000000000019e-01
2.028000000000000000e+03,1.107000000000000067e-01
2.030000000000000000e+03,1.086000000000000021e-01
2.032000000000000000e+03,1.097999999999999948e-01
2.034000000000000000e+03,1.092000000000000054e-01
2.036000000000000000e+03,1.082999999999999935e-01
2.038000000000000000e+03,1.063999999999999946e-01
2.040000000000000000e+03,1.078000000000000069e-01
2.042000000000000000e+03,1.076000000000000012e-01
2.044000000000000000e+03,1.076000000000000012e-01
2.046000000000000000e+03,1.071000000000000008e-01
2.048000000000000000e+03,1.063000000000000056e-01
2.050000000000000000e+03,1.058999999999999941e-01
2.052000000000000000e+03,1.047000000000000014e-01
2.054000000000000000e+03,1.045999999999999985e-01
2.056000000000000000e+03,1.045999999999999985e-01
2.058000000000000000e+03,1.039999999999999952e-01
2.060000000000000000e+03,1.028000000000000025e-01
2.062000000000000000e+03,1.023000000000000020e-01
2.064000000000000000e+03,1.005000000000000060e-01
2.066000000000000000e+03,1.024999999999999939e-01
2.068000000000000000e+03,1.019000000000000045e-01
2.070000000000000000e+03,1.003000000000000003e-01
2.072000000000000000e+03,1.004000000000000031e-01
2.074000000000000000e+03,1.009000000000000036e-01
2.076000000000000000e+03,1.005999999999999950e-01
2.078000000000000000e+03,1.000000000000000056e-01
2.080000000000000000e+03,9.878000000000000669e-02
2.082000000000000000e+03,9.864000000000000545e-02
2.084000000000000000e+03,9.772000000000000131e-02
2.086000000000000000e+03,9.851999999999999647e-02
2.088000000000000000e+03,9.835000000000000686e-02
2.090000000000000000e+03,9.787999999999999479e-02
2.092000000000000000e+03,9.567000000000000504e-02
2.094000000000000000e+03,9.593000000000000138e-02
2.096000000000000000e+03,9.579999999999999627e-02
2.098000000000000000e+03,9.619999999999999385e-02
2.100000000000000000e+03,9.606000000000000649e-02
2.102000000000000000e+03,9.576999999999999402e-02
2.104000000000000000e+03,9.558999999999999442e-02
2.106000000000000000e+03,9.574000000000000565e-02
2.108000000000000000e+03,9.513000000000000622e-02
2.110000000000000000e+03,9.396000000000000185e-02
2.112000000000000000e+03,9.452000000000000679e-02
2.114000000000000000e+03,9.435999999999999943e-02
2.116000000000000000e+03,9.331000000000000405e-02
2.118000000000000000e+03,9.310999999999999832e-02
2.120000000000000000e+03,9.274999999999999911e-02
2.122000000000000000e+03,9.274999999999999911e-02
2.124000000000000000e+03,9.188999999999999946e-02
2.126000000000000000e+03,9.207999999999999519e-02
2.128000000000000000e+03,9.224999999999999867e-02
2.130000000000000000e+03,9.209000000000000519e-02
2.132000000000000000e+03,9.210000000000000131e-02
2.134000000000000000e+03,9.155000000000000637e-02
2.136000000000000000e+03,9.012000000000000566e-02
2.138000000000000000e+03,9.110000000000000042e-02
2.140000000000000000e+03,9.082999999999999408e-02
2.142000000000000000e+03,9.063999999999999835e-02
2.144000000000000000e+03,9.006000000000000116e-02
2.146000000000000000e+03,8.938999999999999724e-02
2.148000000000000000e+03,8.978999999999999482e-02
2.150000000000000000e+03,8.956999999999999684e-02
2.152000000000000000e+03,8.913000000000000089e-02
2.154000000000000000e+03,8.877999999999999781e-02
2.156000000000000000e+03,8.873999999999999944e-02
2.158000000000000000e+03,8.841999999999999860e-02
2.160000000000000000e+03,8.780999999999999917e-02
2.162000000000000000e+03,8.686000000000000665e-02
2.164000000000000000e+03,8.455999999999999628e-02
2.166000000000000000e+03,7.849000000000000421e-02
2.168000000000000000e+03,8.300000000000000433e-02
2.170000000000000000e+03,8.556999999999999329e-02
2.172000000000000000e+03,8.591000000000000025e-02
2.174000000000000000e+03,8.591999999999999638e-02
2.176000000000000000e+03,8.531999999999999307e-02
2.178000000000000000e+03,8.425000000000000544e-02
2.180000000000000000e+03,8.497000000000000386e-02
2.182000000000000000e+03,8.425000000000000544e-02
2.184000000000000000e+03,8.457000000000000628e-02
2.186000000000000000e+03,8.465000000000000302e-02
2.188000000000000000e+03,8.276999999999999635e-02
2.190000000000000000e+03,8.304000000000000270e-02
2.192000000000000000e+03,8.376999999999999724e-02
2.194000000000000000e+03,8.348999999999999477e-02
2.196000000000000000e+03,8.318000000000000393e-02
2.198000000000000000e+03,8.298999999999999433e-02
2.200000000000000000e+03,8.265000000000000124e-02
2.202000000000000000e+03,8.229999999999999816e-02
2.204000000000000000e+03,8.211000000000000243e-02
2.206000000000000000e+03,7.965999999999999470e-02
2.208000000000000000e+03,7.965999999999999470e-02
2.210000000000000000e+03,8.079999999999999682e-02
2.212000000000000000e+03,8.104999999999999705e-02
2.214000000000000000e+03,8.072000000000000008e-02
2.216000000000000000e+03,7.993999999999999717e-02
2.218000000000000000e+03,7.969999999999999307e-02
2.220000000000000000e+03,7.996999999999999942e-02
2.222000000000000000e+03,7.961999999999999633e-02
2.224000000000000000e+03,7.925999999999999712e-02
2.226000000000000000e+03,7.810999999999999888e-02
2.228000000000000000e+03,7.825999999999999623e-02
2.230000000000000000e+03,7.831000000000000461e-02
2.232000000000000000e+03,7.814999999999999725e-02
2.234000000000000000e+03,7.802000000000000601e-02
2.236000000000000000e+03,7.757999999999999619e-02
2.238000000000000000e+03,7.648000000000000631e-02
2.240000000000000000e+03,7.638999999999999957e-02
2.242000000000000000e+03,7.642000000000000182e-02
2.244000000000000000e+03,7.624000000000000221e-02
2.246000000000000000e+03,7.611999999999999322e-02
2.248000000000000000e+03,7.520000000000000295e-02
2.250000000000000000e+03,7.541000000000000481e-02
2.252000000000000000e+03,7.512000000000000621e-02
2.254000000000000000e+03,7.402000000000000246e-02
2.256000000000000000e+03,7.421999999999999431e-02
2.258000000000000000e+03,7.441000000000000392e-02
2.260000000000000000e+03,7.420999999999999819e-02
2.262000000000000000e+03,7.298999999999999932e-02
2.264000000000000000e+03,7.328999999999999404e-02
2.266000000000000000e+03,7.315000000000000668e-02
2.268000000000000000e+03,7.327000000000000179e-02
2.270000000000000000e+03,7.296999999999999320e-02
2.272000000000000000e+03,7.277000000000000135e-02
2.274000000000000000e+03,7.252000000000000113e-02
2.276000000000000000e+03,7.238999999999999602e-02
2.278000000000000000e+03,7.241999999999999826e-02
2.280000000000000000e+03,7.165000000000000535e-02
2.282000000000000000e+03,7.006999999999999340e-02
2.284000000000000000e+03,7.124999999999999389e-02
2.286000000000000000e+03,7.123999999999999777e-02
2.288000000000000000e+03,7.127000000000000002e-02
2.290000000000000000e+03,7.109999999999999654e-02
2.292000000000000000e+03,7.066999999999999671e-02
2.294000000000000000e+03,6.919999999999999762e-02
2.296000000000000000e+03,6.908000000000000251e-02
2.298000000000000000e+03,6.919000000000000150e-02
2.300000000000000000e+03,6.952999999999999459e-02
2.302000000000000000e+03,6.955000000000000071e-02
2.304000000000000000e+03,6.930999999999999661e-02
2.306000000000000000e+03,6.922999999999999987e-02
2.308000000000000000e+03,6.901000000000000190e-02
2.310000000000000000e+03,6.869999999999999718e-02
2.312000000000000000e+03,6.866999999999999493e-02
2.314000000000000000e+03,6.826000000000000123e-02
2.316000000000000000e+03,6.779000000000000303e-02
2.318000000000000000e+03,6.744999999999999607e-02
2.320000000000000000e+03,6.768000000000000405e-02
2.322000000000000000e+03,6.675000000000000377e-02
2.324000000000000000e+03,6.536000000000000143e-02
2.326000000000000000e+03,6.558999999999999553e-02
2.328000000000000000e+03,6.629000000000000170e-02
2.330000000000000000e+03,6.615999999999999659e-02
2.332000000000000000e+03,6.583999999999999575e-02
2.334000000000000000e+03,6.571000000000000452e-02
2.336000000000000000e+03,6.536000000000000143e-02
2.338000000000000000e+03,6.496000000000000385e-02
2.340000000000000000e+03,6.519999999999999407e-02
2.342000000000000000e+03,6.539000000000000368e-02
2.344000000000000000e+03,6.508999999999999508e-02
2.346000000000000000e+03,6.486000000000000099e-02
2.348000000000000000e+03,6.471999999999999975e-02
2.350000000000000000e+03,6.453000000000000402e-02
2.352000000000000000e+03,6.289000000000000146e-02
2.354000000000000000e+03,6.239000000000000101e-02
2.356000000000000000e+03,6.282000000000000084e-02
2.358000000000000000e+03,6.265999999999999348e-02
2.360000000000000000e+03,6.307999999999999718e-02
2.362000000000000000e+03,6.304999999999999494e-02
2.364000000000000000e+03,6.295000000000000595e-02
2.366000000000000000e+03,6.283999999999999309e-02
2.368000000000000000e+03,6.263000000000000511e-02
2.370000000000000000e+03,6.210999999999999854e-02
2.372000000000000000e+03,6.207000000000000017e-02
2.374000000000000000e+03,6.065999999999999864e-02
2.376000000000000000e+03,6.164000000000000035e-02
2.378000000000000000e+03,6.192000000000000282e-02
2.380000000000000000e+03,6.171999999999999709e-02
2.382000000000000000e+03,6.097999999999999948e-02
2.384000000000000000e+03,5.884999999999999953e-02
2.386000000000000000e+03,5.908000000000000057e-02
2.388000000000000000e+03,6.004000000000000309e-02
2.390000000000000000e+03,6.029000000000000331e-02
2.392000000000000000e+03,6.008000000000000146e-02
2.394000000000000000e+03,6.003000000000000003e-02
2.396000000000000000e+03,5.995999999999999941e-02
2.398000000000000000e+03,5.988999999999999879e-02
2.400000000000000000e+03,5.943999999999999978e-02
2.402000000000000000e+03,5.965000000000000163e-02
2.404000000000000000e+03,5.945000000000000284e-02
2.406000000000000000e+03,5.918999999999999956e-02
2.408000000000000000e+03,5.915000000000000119e-02
2.410000000000000000e+03,5.902000000000000302e-02
2.412000000000000000e+03,5.893999999999999934e-02
2.414000000000000000e+03,5.734000000000000208e-02
2.416000000000000000e+03,5.598999999999999810e-02
2.418000000000000000e+03,5.748000000000000331e-02
2.420000000000000000e+03,5.770000000000000129e-02
2.422000000000000000e+03,5.766999999999999904e-02
2.424000000000000000e+03,5.725999999999999840e-02
2.426000000000000000e+03,5.716999999999999860e-02
2.428000000000000000e+03,5.711999999999999716e-02
2.430000000000000000e+03,5.711999999999999716e-02
2.432000000000000000e+03,5.702000000000000124e-02
2.434000000000000000e+03,5.641000000000000181e-02
2.436000000000000000e+03,5.618000000000000077e-02
2.438000000000000000e+03,5.598999999999999810e-02
2.440000000000000000e+03,5.639000000000000262e-02
2.442000000000000000e+03,5.616999999999999771e-02
2.444000000000000000e+03,5.603000000000000341e-02
2.446000000000000000e+03,5.498000000000000109e-02
2.448000000000000000e+03,5.457000000000000045e-02
2.450000000000000000e+03,5.462000000000000188e-02
2.452000000000000000e+03,5.432000000000000023e-02
2.454000000000000000e+03,5.455000000000000127e-02
2.456000000000000000e+03,5.369999999999999774e-02
2.458000000000000000e+03,5.392000000000000265e-02
2.460000000000000000e+03,5.457000000000000045e-02
2.462000000000000000e+03,5.442000000000000309e-02
2.464000000000000000e+03,5.435000000000000248e-02
2.466000000000000000e+03,5.405000000000000082e-02
2.468000000000000000e+03,5.390000000000000346e-02
2.470000000000000000e+03,5.285000000000000114e-02
2.472000000000000000e+03,5.330000000000000016e-02
2.474000000000000000e+03,5.312999999999999667e-02
2.476000000000000000e+03,5.342999999999999833e-02
2.478000000000000000e+03,5.303000000000000075e-02
2.480000000000000000e+03,5.176999999999999658e-02
2.482000000000000000e+03,5.140000000000000124e-02
2.484000000000000000e+03,5.219000000000000028e-02
2.486000000000000000e+03,5.160000000000000003e-02
2.488000000000000000e+03,5.168999999999999984e-02
2.490000000000000000e+03,5.224999999999999784e-02
2.492000000000000000e+03,5.197999999999999843e-02
2.494000000000000000e+03,5.174999999999999739e-02
2.496000000000000000e+03,5.152000000000000329e-02
2.498000000000000000e+03,5.154000000000000248e-02
2.500000000000000000e+03,5.154999999999999860e-02
2.520000000000000000e+03,4.984000000000000236e-02
2.540000000000000000e+03,4.814000000000000223e-02
2.560000000000000000e+03,4.671999999999999764e-02
2.580000000000000000e+03,4.549999999999999878e-02
2.600000000000000000e+03,4.456999999999999851e-02
2.620000000000000000e+03,4.304999999999999799e-02
2.640000000000000000e+03,4.211000000000000160e-02
2.660000000000000000e+03,4.078999999999999987e-02
2.680000000000000000e+03,3.967999999999999999e-02
2.700000000000000000e+03,3.867000000000000298e-02
2.720000000000000000e+03,3.762999999999999678e-02
2.740000000000000000e+03,3.663000000000000284e-02
2.760000000000000000e+03,3.545999999999999847e-02
2.780000000000000000e+03,3.468000000000000249e-02
2.800000000000000000e+03,3.384999999999999815e-02
2.820000000000000000e+03,3.296999999999999931e-02
2.840000000000000000e+03,3.209000000000000047e-02
2.860000000000000000e+03,3.118999999999999898e-02
2.880000000000000000e+03,3.031999999999999973e-02
2.900000000000000000e+03,2.969000000000000111e-02
2.920000000000000000e+03,2.889999999999999861e-02
2.940000000000000000e+03,2.817000000000000060e-02
2.960000000000000000e+03,2.750000000000000014e-02
2.980000000000000000e+03,2.682000000000000009e-02
3.000000000000000000e+03,2.612000000000000086e-02
3.020000000000000000e+03,2.546999999999999958e-02
3.040000000000000000e+03,2.464999999999999830e-02
3.060000000000000000e+03,2.421999999999999847e-02
3.080000000000000000e+03,2.364000000000000129e-02
3.100000000000000000e+03,2.306000000000000064e-02
3.120000000000000000e+03,2.246000000000000080e-02
3.140000000000000000e+03,2.197999999999999954e-02
3.160000000000000000e+03,2.144000000000000072e-02
3.180000000000000000e+03,2.095999999999999946e-02
3.200000000000000000e+03,2.048000000000000168e-02
3.220000000000000000e+03,2.000000000000000042e-02
3.240000000000000000e+03,1.950999999999999956e-02
3.260000000000000000e+03,1.907000000000000015e-02
3.280000000000000000e+03,1.857999999999999929e-02
3.300000000000000000e+03,1.802000000000000129e-02
3.320000000000000000e+03,1.768000000000000127e-02
3.340000000000000000e+03,1.737000000000000002e-02
3.360000000000000000e+03,1.696999999999999897e-02
3.380000000000000000e+03,1.659000000000000058e-02
3.400000000000000000e+03,1.615000000000000116e-02
3.420000000000000000e+03,1.583999999999999991e-02
3.440000000000000000e+03,1.553999999999999999e-02
3.460000000000000000e+03,1.519999999999999997e-02
3.480000000000000000e+03,1.485999999999999995e-02
3.500000000000000000e+03,1.456000000000000003e-02
3.520000000000000000e+03,1.425000000000000051e-02
3.540000000000000000e+03,1.392999999999999967e-02
3.560000000000000000e+03,1.362000000000000016e-02
3.580000000000000000e+03,1.333999999999999943e-02
3.600000000000000000e+03,1.307000000000000002e-02
3.620000000000000000e+03,1.281000000000000021e-02
3.640000000000000000e+03,1.251000000000000029e-02
3.660000000000000000e+03,1.221999999999999996e-02
3.680000000000000000e+03,1.192999999999999963e-02
3.700000000000000000e+03,1.162000000000000012e-02
3.720000000000000000e+03,1.145000000000000011e-02
3.740000000000000000e+03,1.107999999999999957e-02
3.760000000000000000e+03,1.095999999999999926e-02
3.780000000000000000e+03,1.077999999999999965e-02
3.800000000000000000e+03,1.056999999999999953e-02
3.820000000000000000e+03,1.038000000000000034e-02
3.840000000000000000e+03,1.018999999999999941e-02
3.860000000000000000e+03,9.983000000000000554e-03
3.880000000000000000e+03,9.782000000000000764e-03
3.900000000000000000e+03,9.598999999999999894e-03
3.920000000000000000e+03,9.426999999999999616e-03
3.940000000000000000e+03,9.232999999999999888e-03
3.960000000000000000e+03,9.032000000000000098e-03
3.980000000000000000e+03,8.857000000000000289e-03
4.000000000000000000e+03,8.668999999999999623e-03
4.020000000000000000e+03,8.557000000000000370e-03
4.040000000000000000e+03,8.385000000000000092e-03
4.060000000000000000e+03,8.217000000000000345e-03
4.080000000000000000e+03,8.054000000000000395e-03
4.100000000000000000e+03,7.893999999999999975e-03
4.120000000000000000e+03,7.739000000000000219e-03
4.140000000000000000e+03,7.586999999999999994e-03
4.160000000000000000e+03,7.439000000000000300e-03
4.180000000000000000e+03,7.294000000000000136e-03
4.200000000000000000e+03,7.152999999999999636e-03
4.220000000000000000e+03,7.015000000000000402e-03
4.240000000000000000e+03,6.880999999999999964e-03
4.260000000000000000e+03,6.748999999999999791e-03
4.280000000000000000e+03,6.621000000000000149e-03
4.300000000000000000e+03,6.496000000000000038e-03
4.320000000000000000e+03,6.374000000000000325e-03
4.340000000000000000e+03,6.254000000000000010e-03
4.360000000000000000e+03,6.138000000000000227e-03
4.380000000000000000e+03,6.023999999999999841e-03
4.400000000000000000e+03,5.912999999999999853e-03
4.420000000000000000e+03,5.804000000000000131e-03
4.440000000000000000e+03,5.697999999999999940e-03
4.460000000000000000e+03,5.594000000000000014e-03
4.480000000000000000e+03,5.492000000000000354e-03
4.500000000000000000e+03,5.393000000000000224e-03
4.520000000000000000e+03,5.296000000000000360e-03
4.540000000000000000e+03,5.200999999999999894e-03
4.560000000000000000e+03,5.107999999999999693e-03
4.580000000000000000e+03,5.017999999999999891e-03
4.600000000000000000e+03,4.929000000000000221e-03
4.620000000000000000e+03,4.841999999999999950e-03
4.640000000000000000e+03,4.756999999999999944e-03
4.660000000000000000e+03,4.674000000000000203e-03
4.680000000000000000e+03,4.592999999999999861e-03
4.700000000000000000e+03,4.513999999999999783e-03
4.720000000000000000e+03,4.435999999999999839e-03
4.740000000000000000e+03,4.360000000000000160e-03
4.760000000000000000e+03,4.284999999999999747e-03
4.780000000000000000e+03,4.211999999999999598e-03
4.800000000000000000e+03,4.140999999999999716e-03
4.820000000000000000e+03,4.070999999999999966e-03
4.840000000000000000e+03,4.002999999999999614e-03
4.860000000000000000e+03,3.936000000000000262e-03
4.880000000000000000e+03,3.870000000000000176e-03
4.900000000000000000e+03,3.805999999999999921e-03
4.920000000000000000e+03,3.742999999999999799e-03
4.940000000000000000e+03,3.680999999999999810e-03
4.960000000000000000e+03,3.621000000000000087e-03
4.980000000000000000e+03,3.562000000000000062e-03
5.000000000000000000e+03,3.504000000000000170e-03
5.050000000000000000e+03,3.393999999999999882e-03
5.100000000000000000e+03,3.266999999999999939e-03
5.150000000000000000e+03,3.145999999999999925e-03
5.200000000000000000e+03,3.030000000000000141e-03
5.250000000000000000e+03,2.919999999999999853e-03
5.300000000000000000e+03,2.814999999999999794e-03
5.350000000000000000e+03,2.714999999999999965e-03
5.400000000000000000e+03,2.618999999999999800e-03
5.450000000000000000e+03,2.527000000000000166e-03
5.500000000000000000e+03,2.439000000000000196e-03
5.550000000000000000e+03,2.354999999999999889e-03
5.600000000000000000e+03,2.275000000000000112e-03
5.650000000000000000e+03,2.197999999999999867e-03
5.700000000000000000e+03,2.124000000000000020e-03
5.750000000000000000e+03,2.053999999999999836e-03
5.800000000000000000e+03,1.985999999999999918e-03
5.850000000000000000e+03,1.920999999999999965e-03
5.900000000000000000e+03,1.858999999999999975e-03
5.950000000000000000e+03,1.799000000000000035e-03
6.000000000000000000e+03,1.742000000000000059e-03
6.050000000000000000e+03,1.686999999999999915e-03
6.100000000000000000e+03,1.634000000000000036e-03
6.150000000000000000e+03,1.582999999999999989e-03
6.200000000000000000e+03,1.533999999999999990e-03
6.250000000000000000e+03,1.487000000000000040e-03
6.300000000000000000e+03,1.441999999999999922e-03
6.350000000000000000e+03,1.399000000000000070e-03
6.400000000000000000e+03,1.356999999999999916e-03
6.450000000000000000e+03,1.317000000000000028e-03
6.500000000000000000e+03,1.278000000000000056e-03
6.550000000000000000e+03,1.240000000000000000e-03
6.600000000000000000e+03,1.203999999999999992e-03
6.650000000000000000e+03,1.170000000000000033e-03
6.700000000000000000e+03,1.136000000000000074e-03
6.750000000000000000e+03,1.103999999999999947e-03
6.800000000000000000e+03,1.072999999999999952e-03
6.850000000000000000e+03,1.043000000000000090e-03
6.900000000000000000e+03,1.013999999999999927e-03
6.950000000000000000e+03,9.862000000000000106e-04
7.000000000000000000e+03,9.592000000000000049e-04
7.050000000000000000e+03,9.330999999999999668e-04
7.100000000000000000e+03,9.079999999999999530e-04
7.150000000000000000e+03,8.836000000000000104e-04
7.200000000000000000e+03,8.601000000000000355e-04
7.250000000000000000e+03,8.373999999999999716e-04
7.300000000000000000e+03,8.153999999999999790e-04
7.350000000000000000e+03,7.942000000000000058e-04
7.400000000000000000e+03,7.736000000000000472e-04
7.450000000000000000e+03,7.537000000000000513e-04
7.500000000000000000e+03,7.343999999999999617e-04
7.550000000000000000e+03,7.158000000000000517e-04
7.600000000000000000e+03,6.976999999999999912e-04
7.650000000000000000e+03,6.802000000000000537e-04
7.700000000000000000e+03,6.633000000000000224e-04
7.750000000000000000e+03,6.468999999999999490e-04
7.800000000000000000e+03,6.310000000000000504e-04
7.850000000000000000e+03,6.156000000000000014e-04
7.900000000000000000e+03,6.005999999999999620e-04
7.950000000000000000e+03,5.862000000000000457e-04
8.000000000000000000e+03,5.720999999999999740e-04
8.050000000000000000e+03,5.584999999999999687e-04
8.100000000000000000e+03,5.452999999999999731e-04
8.150000000000000000e+03,5.324000000000000390e-04
8.200000000000000000e+03,5.199999999999999544e-04
8.250000000000000000e+03,5.079000000000000398e-04
8.300000000000000000e+03,4.960999999999999698e-04
8.350000000000000000e+03,4.847000000000000180e-04
8.400000000000000000e+03,4.737000000000000217e-04
8.450000000000000000e+03,4.628999999999999760e-04
8.500000000000000000e+03,4.524999999999999942e-04
8.550000000000000000e+03,4.423000000000000174e-04
8.600000000000000000e+03,4.323999999999999936e-04
8.650000000000000000e+03,4.227999999999999771e-04
8.700000000000000000e+03,4.135000000000000221e-04
8.750000000000000000e+03,4.044000000000000177e-04
8.800000000000000000e+03,3.956000000000000206e-04
8.850000000000000000e+03,3.869999999999999742e-04
8.900000000000000000e+03,3.786999999999999893e-04
8.950000000000000000e+03,3.706000000000000093e-04
9.000000000000000000e+03,3.626999999999999799e-04
9.050000000000000000e+03,3.550000000000000096e-04
9.100000000000000000e+03,3.474999999999999899e-04
9.150000000000000000e+03,3.401999999999999751e-04
9.200000000000000000e+03,3.331000000000000193e-04
9.250000000000000000e+03,3.262000000000000142e-04
9.300000000000000000e+03,3.195000000000000140e-04
9.350000000000000000e+03,3.129000000000000162e-04
9.400000000000000000e+03,3.065000000000000233e-04
9.450000000000000000e+03,3.002999999999999810e-04
9.500000000000000000e+03,2.941999999999999954e-04
9.550000000000000000e+03,2.883000000000000146e-04
9.600000000000000000e+03,2.824999999999999820e-04
9.650000000000000000e+03,2.769000000000000085e-04
9.700000000000000000e+03,2.713999999999999833e-04
9.750000000000000000e+03,2.661000000000000171e-04
9.800000000000000000e+03,2.607999999999999967e-04
9.850000000000000000e+03,2.557999999999999836e-04
9.900000000000000000e+03,2.508000000000000246e-04
9.950000000000000000e+03,2.460000000000000164e-04
1.000000000000000000e+04,2.412000000000000081e-04
1.100000000000000000e+04,1.634999999999999897e-04
1.200000000000000000e+04,1.151999999999999948e-04
1.300000000000000000e+04,8.339999999999999432e-05
1.400000000000000000e+04,6.190000000000000027e-05
1.500000000000000000e+04,4.690000000000000158e-05
1.600000000000000000e+04,3.610000000000000334e-05
1.700000000000000000e+04,2.830000000000000010e-05
1.800000000000000000e+04,2.250000000000000142e-05
1.900000000000000000e+04,1.809999999999999950e-05
2.000000000000000000e+04,1.469999999999999986e-05
2.500000000000000000e+04,6.049999999999999673e-06
3.000000000000000000e+04,2.929999999999999899e-06
3.500000000000000000e+04,1.579999999999999907e-06
4.000000000000000000e+04,9.309999999999999589e-07
5.000000000000000000e+04,3.829999999999999753e-07
6.000000000000000000e+04,1.850000000000000022e-07
8.000000000000000000e+04,5.879999999999999713e-08
1.000000000000000000e+05,2.420000000000000163e-08
1.200000000000000000e+05,1.170000000000000054e-08
1.500000000000000000e+05,4.809999999999999727e-09
2.000000000000000000e+05,1.530000000000000093e-09
2.500000000000000000e+05,6.280000000000000027e-10
3.000000000000000000e+05,2.950000000000000153e-10
4.000000000000000000e+05,1.010000000000000002e-10
1.000000000000000000e+06,3.380000000000000138e-12
